staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,start_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,skills,languages,certifications,employment_type,education_level,work_schedule,performance_rating,vacation_days_per_year,sick_days_per_year,is_active,end_date,termination_reason,date_of_birth,nationality
ca4ff3d6-78b5-48ab-b0ab-c3ced988e1c6,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Nokulunga,Nenzi,F,Public Area Cleaner,Housekeeping,Intermediate,2019-06-18,62477.02,5178.15,Afternoon,nnenzi@hospitalitygroup.com,+1-317-264-5988,Todd Gray,Sibling,+1-481-276-7504,"Attention to Detail, Cleaning Techniques, Time Management, Teamwork",Chinese (Native),,Full-time,High School,Shift Work,Exceeds Expectations,15,6,True,,,1993-01-15,Africa
c3c9c24c-511b-4d96-903b-40dc3147428d,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Bhekani,Nkosi,M,Laundry Attendant,Housekeeping,Entry Level,2021-10-22,31684.19,3749.68,Afternoon,bhekanin@luxuryhotels.com,+1-230-411-2368,Jill Green,Spouse,+1-338-884-5570,"Cleaning Techniques, Teamwork, Time Management, Attention to Detail","Spanish (Native), English (Fluent), German (Basic), Russian (Intermediate)",,Full-time,Bachelor's Degree,8-4,Meets Expectations,14,6,True,,,1984-11-24,Africa
883ddb7d-433b-409d-92c2-227c690fd1a8,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Nkazimulo,Mathebula,F,Laundry Attendant,Housekeeping,Entry Level,2026-04-07,21741.58,2945.62,Afternoon,nkazimulo.mathebula@hospitalitygroup.com,+1-911-803-9398,Jasmine Barrett,Friend,+1-853-722-9067,"Time Management, Teamwork","Russian (Native), Arabic (Basic), English (Intermediate)",,Full-time,High School,Shift Work,Needs Improvement,11,10,False,,,1992-07-01,Africa
c9ce7853-ce16-451d-bf79-8a29b8577021,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Billy,Roth,M,Housekeeper,Housekeeping,Entry Level,2022-06-20,33812.82,5524.33,Afternoon,billyr@hospitalitygroup.com,+1-501-488-3772,Colleen Wagner,Sibling,+1-282-937-5603,"Teamwork, Time Management, Cleaning Techniques, Attention to Detail","Chinese (Native), French (Intermediate)",,Full-time,Vocational Training,Shift Work,Meets Expectations,14,9,True,,,1999-01-29,Africa
71a5a837-b821-48d5-a4fd-4b3c2c5781be,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Nomagugu,Nodanga,F,Housekeeper,Housekeeping,Entry Level,2023-06-09,26593.16,4058.37,Morning,nomagugu.nodanga@hospitalitygroup.com,+1-473-346-5004,Casey Gibbs,Friend,+1-636-308-4969,"Cleaning Techniques, Attention to Detail, Time Management","Chinese (Native), Japanese (Basic)",,Full-time,Vocational Training,10-6,Meets Expectations,15,6,True,,,1994-10-29,Africa
8af49fd2-4777-48f6-bf79-5e4d3cad19fd,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Jason,Jones,M,Public Area Cleaner,Housekeeping,Intermediate,2016-12-15,63395.31,6171.73,Morning,jason.jones@luxuryhotels.com,+1-751-390-6569,Lisa Villegas,Sibling,+1-882-770-2180,"Teamwork, Attention to Detail, Cleaning Techniques, Time Management","Russian (Native), Japanese (Basic), German (Fluent), French (Intermediate)",,Full-time,Vocational Training,10-6,Meets Expectations,19,9,True,,,1990-11-09,Africa
05d9f5fc-53ba-4948-931f-35f491e4efbd,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Emily,Tucker,F,Public Area Cleaner,Housekeeping,Intermediate,2022-05-25,43786.93,4483.63,Morning,etucker@luxuryhotels.com,+1-428-744-9827,Leslie Murphy,Sibling,+1-222-735-2755,"Time Management, Teamwork, Cleaning Techniques, Attention to Detail",Chinese (Native),,Full-time,High School,8-4,Exceeds Expectations,16,10,True,,,1998-11-13,Africa
24b13d3b-c31b-4c69-8b3b-3e435c610429,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Timothy,Kennedy,M,Laundry Attendant,Housekeeping,Entry Level,2024-04-23,28542.72,2216.66,Morning,timothy.kennedy@hotelgroup.com,+1-655-329-1151,Natasha Norton,Sibling,+1-653-734-4463,"Teamwork, Attention to Detail, Time Management, Cleaning Techniques",Spanish (Native),,Full-time,Bachelor's Degree,9-5,Needs Improvement,14,10,True,,,2006-04-16,Africa
66028228-3854-4f48-a6ba-8836193b14d9,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thembeka,Mkhwananzi,F,Housekeeper,Housekeeping,Entry Level,2025-04-09,28291.65,3468.69,Morning,thembekam@hotelgroup.com,+1-775-905-1179,Omar Garner,Spouse,+1-878-648-8845,"Teamwork, Time Management, Cleaning Techniques, Attention to Detail","Spanish (Native), Russian (Intermediate), German (Basic), Arabic (Fluent)",,Part-time,High School,30 hours/week,Meets Expectations,15,6,False,2025-09-11,Retired,1989-10-31,Africa
823335de-70c5-4307-adb2-a76b0bc02ab1,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Bhekani,Mabanga,M,Housekeeping Supervisor,Housekeeping,Intermediate,2025-03-03,53993.09,6796.16,Morning,bmabanga@hospitalitygroup.com,+1-931-222-3095,Rhonda Moreno,Parent,+1-429-507-5206,"Teamwork, Cleaning Techniques",Russian (Native),,Full-time,Bachelor's Degree,8-4,Meets Expectations,18,9,True,,,1997-09-06,Africa
8b417b22-43c5-404a-b1f0-585eff26316e,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Bandile,Nkwali,M,Room Attendant,Housekeeping,Entry Level,2024-02-23,30014.9,1994.45,Afternoon,bnkwali@hotelgroup.com,+1-379-404-6640,Matthew Pena,Spouse,+1-391-526-2683,"Teamwork, Attention to Detail, Time Management, Cleaning Techniques","Russian (Native), Arabic (Fluent), German (Intermediate)",,Full-time,PhD,8-4,Meets Expectations,12,6,True,,,1984-10-05,Africa
19944347-8965-4fd4-9d8c-3c18370a1e45,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thomas,Gray,M,Public Area Cleaner,Housekeeping,Intermediate,2018-07-05,53849.24,5128.3,Morning,thomasg@luxuryhotels.com,+1-207-527-8475,Rachael Martinez DDS,Parent,+1-947-679-7600,"Teamwork, Cleaning Techniques, Attention to Detail","Chinese (Native), German (Basic), Japanese (Fluent)",,Full-time,Vocational Training,Shift Work,Meets Expectations,18,12,True,,,1985-06-12,Africa
f9606ba5-d6f9-45fd-863f-dba23430497f,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Dumisani,Ngema,F,Public Area Cleaner,Housekeeping,Intermediate,2021-11-02,43509.7,3422.05,Morning,dumisanin@hotelgroup.com,+1-542-912-6190,Scott Boyd,Sibling,+1-735-340-9021,"Attention to Detail, Teamwork","French (Native), English (Fluent), Spanish (Fluent), Japanese (Intermediate)",,Full-time,High School,10-6,Exceeds Expectations,17,12,True,,,1982-05-22,Africa
e0c907a6-45d3-454b-a2ee-4fd14ff0c88c,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Robert,Osborn,M,Public Area Cleaner,Housekeeping,Intermediate,2024-03-27,43573.13,4403.74,Morning,rosborn@luxuryhotels.com,+1-248-330-2570,Tracey Lopez,Parent,+1-859-526-1497,"Cleaning Techniques, Teamwork, Attention to Detail","German (Native), Japanese (Basic), Chinese (Intermediate)",,Full-time,Bachelor's Degree,Shift Work,Exceeds Expectations,19,11,True,,,2000-08-08,Africa
f39b9445-0016-43d3-b168-2b9b6c2705d3,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Nozibusiso,Thobeni,F,Housekeeping Supervisor,Housekeeping,Intermediate,2022-10-27,57596.22,7712.61,Morning,nozibusiso.thobeni@luxuryhotels.com,+1-959-480-8958,Ricky Whitney,Sibling,+1-579-713-2028,"Cleaning Techniques, Attention to Detail, Teamwork, Time Management","Arabic (Native), French (Fluent)",,Full-time,High School,Shift Work,Exceeds Expectations,20,6,True,,,2000-04-04,Africa
9f023d57-8e1d-47fc-8c41-aa1ba3b0bca5,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Aaron,Murillo,M,Room Attendant,Housekeeping,Entry Level,2026-07-07,22498.1,1349.7,Morning,aaronm@luxuryhotels.com,+1-675-202-9702,Regina Brown,Parent,+1-637-884-1701,"Teamwork, Cleaning Techniques",Spanish (Native),,Part-time,High School,30 hours/week,Unsatisfactory,15,9,True,,,2000-05-23,Africa
7352adc4-f5fc-4be6-b780-4b50e99667c1,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Vusumuzi,Nxamalala,M,Laundry Attendant,Housekeeping,Entry Level,2025-03-18,20417.6,1991.79,Afternoon,vusumuzi.nxamalala@hotelgroup.com,+1-595-845-4430,Rebecca Garcia,Sibling,+1-214-236-2463,"Time Management, Cleaning Techniques","Japanese (Native), Chinese (Basic)",,Part-time,Bachelor's Degree,20 hours/week,Meets Expectations,14,6,True,,,2002-07-21,Africa
7829a7a2-3a57-49dc-8c48-615f619da922,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Laura,Hill,F,Laundry Attendant,Housekeeping,Entry Level,2026-01-05,26784.43,3039.58,Morning,lhill@hotelgroup.com,+1-240-323-7861,Danielle Dixon,Sibling,+1-866-895-7534,"Cleaning Techniques, Teamwork, Time Management","German (Native), Arabic (Basic)",,Full-time,Vocational Training,Shift Work,Exceeds Expectations,15,6,False,2026-02-04,Retired,1991-10-27,Africa
907a093b-52a0-4573-b137-23cc50c4433d,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Benjamin,Coffey,M,Housekeeper,Housekeeping,Entry Level,2026-12-18,23152.25,1646.31,Afternoon,bcoffey@hospitalitygroup.com,+1-333-305-1904,Martin Herrera,Friend,+1-476-902-9392,"Time Management, Teamwork, Attention to Detail, Cleaning Techniques","Japanese (Native), Chinese (Intermediate)",,Full-time,Vocational Training,10-6,Meets Expectations,10,5,True,,,2000-11-18,Africa
fb08c7c8-a866-46ca-aace-21b10f8a0aa2,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Laura,Anderson,F,Laundry Attendant,Housekeeping,Entry Level,2025-09-10,33001.63,2616.79,Morning,laura.anderson@hotelgroup.com,+1-570-756-6199,Susan Jensen,Parent,+1-503-566-5136,"Time Management, Attention to Detail, Teamwork, Cleaning Techniques","German (Native), Spanish (Intermediate), Arabic (Intermediate), Japanese (Fluent)",,Full-time,High School,Shift Work,Unsatisfactory,14,9,True,,,1986-08-01,Africa
c65370a3-a2f6-4c10-8d80-568c80282358,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Gabriel,Jackson,M,Housekeeper,Housekeeping,Entry Level,2021-08-26,29329.09,5504.38,Afternoon,gjackson@hospitalitygroup.com,+1-421-702-8470,Jorge Garcia,Parent,+1-690-905-3626,"Time Management, Cleaning Techniques, Attention to Detail, Teamwork",German (Native),,Part-time,Vocational Training,Weekends Only,Needs Improvement,10,12,True,,,1987-09-17,Africa
654a36c7-2fb8-4986-82f6-331ecff2e3e2,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Ryan,Gilbert,M,Public Area Cleaner,Housekeeping,Intermediate,2021-10-20,49480.98,2662.95,Afternoon,ryang@hotelgroup.com,+1-973-905-6922,Thomas Tyler,Parent,+1-431-268-8852,"Teamwork, Cleaning Techniques","Russian (Native), English (Basic), Spanish (Basic), Arabic (Intermediate)",,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,20,5,True,,,1990-10-28,Africa
25367ee3-9e36-400e-afb9-1ca468b53c84,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Tony,Rowe,M,Public Area Cleaner,Housekeeping,Intermediate,2023-02-07,53968.13,4791.41,Afternoon,trowe@hospitalitygroup.com,+1-370-521-1557,Edwin Allen,Friend,+1-523-510-4515,"Teamwork, Cleaning Techniques, Attention to Detail, Time Management","German (Native), Spanish (Basic), English (Intermediate)",,Full-time,High School,9-5,Meets Expectations,17,12,True,,,1995-05-25,Africa
00dff25f-9554-4eae-8cc3-194e6596b1e6,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Michael,Murphy,M,Housekeeper,Housekeeping,Entry Level,2026-10-14,22930.45,1726.65,Morning,michael.murphy@hospitalitygroup.com,+1-733-909-1104,Logan Henderson,Parent,+1-894-437-1141,"Teamwork, Time Management, Cleaning Techniques, Attention to Detail","German (Native), Chinese (Intermediate), Russian (Fluent), English (Intermediate)",,Full-time,Master's Degree,8-4,Meets Expectations,15,5,True,,,1990-05-31,Africa
4b8fa459-8657-4b9b-95f3-4232a0a4d139,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Victoria,Bell,F,Housekeeper,Housekeeping,Entry Level,2022-12-27,27752.72,5080.03,Afternoon,victoria.bell@luxuryhotels.com,+1-602-248-7557,Erica Howe,Friend,+1-866-399-1457,"Time Management, Cleaning Techniques, Attention to Detail",French (Native),,Full-time,Bachelor's Degree,Shift Work,Exceeds Expectations,14,11,True,,,1984-12-02,Africa
20cc9827-e177-4d6d-b3e1-b150e2e0c5fe,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Vusumuzi,Phakathwayo,M,Room Attendant,Housekeeping,Entry Level,2024-04-26,21816.35,3974.89,Morning,vusumuzi.phakathwayo@hospitalitygroup.com,+1-848-740-8461,Alan Rogers,Parent,+1-621-222-6658,"Attention to Detail, Cleaning Techniques","Russian (Native), English (Intermediate), Arabic (Basic), French (Fluent)",,Part-time,High School,Weekends Only,Unsatisfactory,12,6,False,2024-12-23,Retired,1999-09-04,Africa
9c2310db-55b2-4540-b037-7b9bb9eb46d6,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Langalibalele,Ndawo,M,Housekeeping Supervisor,Housekeeping,Intermediate,2017-02-13,79034.19,9572.79,Afternoon,langalibalele.ndawo@luxuryhotels.com,+1-840-680-6437,Brandi Hickman,Parent,+1-769-504-2507,"Cleaning Techniques, Attention to Detail, Teamwork, Time Management","Russian (Native), Chinese (Fluent)",,Full-time,Bachelor's Degree,9-5,Needs Improvement,17,9,True,,,1978-08-21,Africa
f571f7e2-8bef-4497-92ff-110a2f7f0baf,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Lwandile,Jokiwe,M,Room Attendant,Housekeeping,Entry Level,2025-01-09,30122.84,5776.45,Afternoon,lwandile.jokiwe@hospitalitygroup.com,+1-556-629-6391,Thomas Howard,Sibling,+1-799-531-2547,"Attention to Detail, Cleaning Techniques, Time Management, Teamwork","Japanese (Native), English (Basic), French (Basic), Russian (Basic)",,Full-time,Bachelor's Degree,10-6,Unsatisfactory,12,11,True,,,1995-10-16,Africa
8d809cc0-7907-4479-b6cb-9b5fdad17154,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Zakhele,Mcwaye,F,Public Area Cleaner,Housekeeping,Intermediate,2025-08-08,40868.14,5477.65,Morning,zmcwaye@hospitalitygroup.com,+1-918-929-6601,Scott Fleming,Friend,+1-201-820-4303,"Cleaning Techniques, Time Management, Attention to Detail",Chinese (Native),,Full-time,High School,9-5,Meets Expectations,16,11,True,,,1992-05-20,Africa
4d29e107-52e6-4123-b6d2-8162e2e137b8,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Simphiwe,Shezi,F,Housekeeper,Housekeeping,Entry Level,2023-01-05,27555.99,4623.25,Morning,simphiwes@hotelgroup.com,+1-839-325-8461,Cody Thomas,Friend,+1-377-377-4856,"Teamwork, Cleaning Techniques, Time Management","Japanese (Native), English (Intermediate)",,Full-time,Bachelor's Degree,8-4,Meets Expectations,10,5,True,,,1991-03-04,Africa
8724809d-1c4e-479b-8610-73ce98c085cf,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thandiwe,Blose,F,Laundry Attendant,Housekeeping,Entry Level,2024-06-13,31406.36,3339.49,Afternoon,thandiwe.blose@luxuryhotels.com,+1-227-777-8544,Sabrina Mueller,Friend,+1-459-234-6838,"Teamwork, Time Management, Cleaning Techniques, Attention to Detail","Spanish (Native), English (Basic), Japanese (Intermediate)",,Full-time,Vocational Training,Shift Work,Meets Expectations,14,11,False,2025-03-14,End of Contract,2001-12-09,Africa
639d96fc-a595-439e-9a59-3fe7ac131cc5,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Dennis,Potter,M,Room Attendant,Housekeeping,Entry Level,2023-10-19,29002.33,2758.73,Morning,dpotter@hotelgroup.com,+1-882-860-2972,Brittany Harrison,Parent,+1-961-969-2064,"Cleaning Techniques, Teamwork, Time Management","Chinese (Native), Russian (Intermediate), English (Intermediate)",,Seasonal,Bachelor's Degree,Summer Only,Meets Expectations,11,12,True,,,1984-06-10,Africa
c81b1c0b-18b5-4a35-8162-9c7ced0fa8a4,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Sihawukele,Mashasha,F,Housekeeper,Housekeeping,Entry Level,2025-08-13,25624.6,4655.27,Afternoon,sihawukele.mashasha@hotelgroup.com,+1-228-747-2037,Amanda Ross,Spouse,+1-259-815-4416,"Teamwork, Time Management, Attention to Detail, Cleaning Techniques","Japanese (Native), English (Fluent)",,Full-time,Bachelor's Degree,10-6,Meets Expectations,10,9,True,,,1992-04-21,Africa
6922a710-1667-4ddd-a987-8b0155780c20,b393df01-b9f6-44e9-a49b-45f22af0b8a8,William,Grant,M,Public Area Cleaner,Housekeeping,Intermediate,2025-05-21,38137.27,6303.91,Afternoon,william.grant@hospitalitygroup.com,+1-473-831-8642,Julie Harris,Parent,+1-411-737-1219,"Attention to Detail, Time Management, Teamwork","Spanish (Native), Chinese (Basic), French (Intermediate)",,Full-time,PhD,Shift Work,Meets Expectations,17,10,True,,,1996-10-15,Africa
da0cec34-3859-4ed9-8a77-b986749554f3,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thabani,Nkomoye,M,Room Attendant,Housekeeping,Entry Level,2021-05-10,29184.68,5755.35,Morning,thabani.nkomoye@luxuryhotels.com,+1-456-777-1196,Karen Obrien,Parent,+1-766-521-2526,"Cleaning Techniques, Time Management, Teamwork, Attention to Detail","Japanese (Native), Chinese (Intermediate), Spanish (Basic)",,Full-time,Vocational Training,8-4,Meets Expectations,12,9,True,,,1992-01-15,Africa
15a15579-d8c9-4df5-941c-7322006af577,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Rachel,Nunez,F,Housekeeper,Housekeeping,Entry Level,2023-08-11,27461.01,2522.89,Morning,rnunez@hotelgroup.com,+1-728-671-3951,Kenneth Smith,Sibling,+1-309-571-5088,"Attention to Detail, Teamwork, Time Management","Russian (Native), English (Fluent), Chinese (Fluent)",,Full-time,PhD,9-5,Exceeds Expectations,13,9,True,,,2003-01-03,Africa
7dbfe695-bfa7-4521-b7ce-92e7ad8f249f,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Tracey,Mcclure,F,Housekeeper,Housekeeping,Entry Level,2024-07-10,28336.65,5041.61,Afternoon,traceym@luxuryhotels.com,+1-454-774-5909,Shannon Sanchez,Parent,+1-286-564-3800,"Teamwork, Cleaning Techniques, Attention to Detail, Time Management",French (Native),,Full-time,High School,8-4,Meets Expectations,11,11,True,,,1996-01-03,Africa
11b4ccbd-bf30-4cce-b3c7-fcc8da248a05,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Joseph,Hughes,M,Room Attendant,Housekeeping,Entry Level,2022-04-26,31311.92,1906.67,Morning,joseph.hughes@hospitalitygroup.com,+1-832-594-5428,Claudia Miles,Parent,+1-637-685-2169,"Attention to Detail, Cleaning Techniques, Teamwork, Time Management","German (Native), Chinese (Intermediate), French (Basic)",,Full-time,High School,10-6,Needs Improvement,12,7,False,2025-02-09,End of Contract,1987-05-15,Africa
dc15b35f-7b10-46c8-8e54-c7bc604dc7cf,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Zoe,Berry,F,Room Attendant,Housekeeping,Entry Level,2026-10-02,25507.61,2485.72,Afternoon,zberry@luxuryhotels.com,+1-270-748-7092,Brandy Thomas,Parent,+1-680-675-5312,"Cleaning Techniques, Time Management, Teamwork, Attention to Detail",French (Native),,Full-time,High School,9-5,Needs Improvement,10,5,True,,,1988-09-23,Africa
d0ec0f0e-491e-4133-af20-1684f93e77dc,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Sibusiso,Mzizi,M,Laundry Attendant,Housekeeping,Entry Level,2024-09-20,31722.28,2550.15,Afternoon,sibusisom@hospitalitygroup.com,+1-777-202-8189,Kendra Collins,Sibling,+1-242-266-9477,"Attention to Detail, Time Management, Teamwork, Cleaning Techniques","French (Native), Japanese (Basic)",,Part-time,Bachelor's Degree,30 hours/week,Meets Expectations,15,5,True,,,1987-01-11,Africa
53492c82-8915-477e-82dc-1ca094a798c2,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thalente,Nsele,M,Laundry Attendant,Housekeeping,Entry Level,2025-05-06,29461.96,5065.42,Morning,thalenten@hospitalitygroup.com,+1-646-595-8057,Matthew Jordan,Parent,+1-391-916-3531,"Time Management, Cleaning Techniques, Teamwork",German (Native),,Full-time,High School,Shift Work,Meets Expectations,15,7,True,,,1995-09-03,Africa
0466416a-bace-48e8-9f8d-cfa34dbd415d,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thomas,Stokes,M,Housekeeping Supervisor,Housekeeping,Intermediate,2019-05-10,46438.96,3731.39,Morning,thomass@luxuryhotels.com,+1-773-268-8331,Jennifer Delacruz,Parent,+1-551-900-9210,"Teamwork, Cleaning Techniques, Attention to Detail",Russian (Native),,Full-time,Vocational Training,9-5,Meets Expectations,17,10,True,,,1981-11-26,Africa
66193199-cb83-4786-a23d-22f1f7312347,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Stacy,Barnes,F,Laundry Attendant,Housekeeping,Entry Level,2026-03-26,29346.48,2832.73,Afternoon,stacy.barnes@hospitalitygroup.com,+1-873-499-2801,Peggy Brown,Friend,+1-489-876-1594,"Time Management, Attention to Detail, Teamwork",Arabic (Native),,Part-time,High School,20 hours/week,Meets Expectations,12,6,True,,,1995-07-17,Africa
7474c689-b7e5-4b4d-9e2f-2a2067f06a67,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Chelsea,Foster,F,Room Attendant,Housekeeping,Entry Level,2026-09-04,21013.22,2799.99,Morning,cfoster@hospitalitygroup.com,+1-404-248-2894,Scott Phillips,Sibling,+1-300-272-1569,"Cleaning Techniques, Time Management, Attention to Detail, Teamwork","English (Native), Chinese (Intermediate), French (Intermediate), Spanish (Fluent)",,Full-time,Vocational Training,10-6,Meets Expectations,11,5,True,,,2006-07-27,Africa
cb3cd1c0-5bed-494b-8d4f-ae3c991e6d47,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Laurie,Griffin,F,Public Area Cleaner,Housekeeping,Intermediate,2021-10-11,48145.49,8826.21,Morning,laurieg@hotelgroup.com,+1-774-620-2705,Todd Wright,Friend,+1-930-253-3916,"Teamwork, Cleaning Techniques",German (Native),,Full-time,High School,8-4,Exceeds Expectations,16,7,True,,,1987-09-20,Africa
e42a61ba-b21d-4350-a6aa-47d83abafd44,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Mandla,Magononde,M,Public Area Cleaner,Housekeeping,Intermediate,2021-03-24,50072.48,7529.24,Morning,mandla.magononde@hospitalitygroup.com,+1-273-948-3159,William Gibson,Spouse,+1-474-582-7262,"Cleaning Techniques, Attention to Detail, Time Management","Arabic (Native), Spanish (Basic), Japanese (Intermediate), Chinese (Fluent)",,Part-time,High School,30 hours/week,Meets Expectations,15,12,True,,,1982-12-31,Africa
33a9fc69-429a-4791-8102-f4d93666492f,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Benjamin,Robinson,M,Laundry Attendant,Housekeeping,Entry Level,2021-06-17,34951.35,4289.94,Afternoon,benjamin.robinson@hotelgroup.com,+1-822-289-2595,Jessica Myers,Sibling,+1-486-742-7308,"Cleaning Techniques, Attention to Detail","German (Native), Russian (Fluent), Japanese (Fluent), Spanish (Fluent)",,Full-time,PhD,9-5,Meets Expectations,11,8,True,,,2000-12-15,Africa
4a8f033d-8b1a-494e-80e0-328ccd5833c0,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Thabisile,Ndabezitha,F,Housekeeping Supervisor,Housekeeping,Intermediate,2024-08-23,48556.1,8236.01,Afternoon,tndabezitha@luxuryhotels.com,+1-516-508-2642,Mason Sanchez,Sibling,+1-811-523-8114,"Teamwork, Attention to Detail","Chinese (Native), English (Fluent)",,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,17,10,True,,,1998-03-28,Africa
38be39f2-de37-461f-aa98-496863d7e98d,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Christopher,Lane,M,Housekeeping Supervisor,Housekeeping,Intermediate,2019-09-04,46587.82,6069.06,Morning,clane@luxuryhotels.com,+1-231-806-9935,Kevin Wallace,Spouse,+1-891-401-1862,"Time Management, Cleaning Techniques, Teamwork, Attention to Detail",German (Native),,Full-time,High School,8-4,Meets Expectations,16,10,True,,,1999-04-18,Africa
c00189c3-5857-45dd-a38b-23c8fc31f427,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Marc,Lewis,M,Room Attendant,Housekeeping,Entry Level,2022-05-16,24019.81,1568.19,Afternoon,mlewis@hospitalitygroup.com,+1-975-300-7203,Katherine Andrews,Sibling,+1-504-519-9628,"Attention to Detail, Cleaning Techniques, Time Management",German (Native),,Full-time,Vocational Training,10-6,Meets Expectations,14,9,True,,,2002-09-08,Africa
7c713bdd-1f2b-4227-a703-aa9dfb0a699a,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Crystal,Le,F,Housekeeper,Housekeeping,Entry Level,2025-10-23,20550.38,3381.27,Afternoon,cle@hotelgroup.com,+1-596-376-5279,Tiffany White,Parent,+1-651-972-6403,"Attention to Detail, Cleaning Techniques, Teamwork","Russian (Native), Japanese (Basic), German (Basic), Chinese (Fluent)",,Full-time,Vocational Training,9-5,Meets Expectations,12,11,True,,,1995-10-28,Africa
835fee99-7924-4f6c-abfd-e78fefdc314d,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Mnqobi,Thole,F,Laundry Attendant,Housekeeping,Entry Level,2021-02-26,25551.04,4660.9,Morning,mnqobi.thole@hotelgroup.com,+1-620-966-1364,Jonathan Roberson,Parent,+1-749-868-1353,"Teamwork, Time Management","Chinese (Native), English (Intermediate), Spanish (Intermediate)",,Seasonal,High School,Summer Only,Meets Expectations,12,6,True,,,1981-12-08,Africa
7a5ce6d6-8395-4b67-bd65-e912c69c0bf6,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Carla,Tapia,F,Laundry Attendant,Housekeeping,Entry Level,2021-12-10,32012.7,5626.94,Morning,carlat@hospitalitygroup.com,+1-280-449-3965,Samuel Russell,Parent,+1-657-420-3162,"Attention to Detail, Time Management",French (Native),,Seasonal,High School,Summer Only,Meets Expectations,13,11,True,,,2002-02-17,Africa
9e236364-b984-4139-96fe-686cbc6d41c1,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Nkazimulo,Mlaba,F,Laundry Attendant,Housekeeping,Entry Level,2024-03-06,25380.11,1692.53,Morning,nkazimulom@luxuryhotels.com,+1-386-790-8932,Thomas Reed,Parent,+1-944-681-6522,"Cleaning Techniques, Time Management","German (Native), Arabic (Basic)",,Full-time,High School,10-6,Meets Expectations,11,7,False,2025-04-04,Retired,2003-09-02,Africa
e0bcea88-bd9a-4a1d-a96d-4b053d0d05de,b393df01-b9f6-44e9-a49b-45f22af0b8a8,Steven,Greene,M,Room Attendant,Housekeeping,Entry Level,2023-08-11,22464.75,2270.53,Morning,sgreene@hospitalitygroup.com,+1-991-984-3716,Alexis Norris,Sibling,+1-727-678-8093,"Time Management, Cleaning Techniques, Teamwork, Attention to Detail","Spanish (Native), German (Fluent), Russian (Fluent), Chinese (Intermediate)",,Part-time,High School,20 hours/week,Meets Expectations,10,10,True,,,2000-03-02,Africa
